*       Mod Dens       Boron ppm       Fuel Temp        Mod Temp
               5               4               4               0
	50.00         300.00         600.00         800.00         865.80
	0.00         800.00        1600.00        2500.00
	473.15         973.15        1373.15        1773.15
*
* ----------------------------------------------------------
* BURNUP   0.000000e+00
* ----------------------------------------------------------
*
* Transport XSEC Table
*
* GROUP       1
    1.47312E-02	    7.59450E-02	    1.42924E-01	    1.86471E-01	    2.00700E-01	
    1.47285E-02	    7.59230E-02	    1.42871E-01	    1.86396E-01	    2.00618E-01	
    1.47259E-02	    7.59010E-02	    1.42818E-01	    1.86321E-01	    2.00536E-01	
    1.47229E-02	    7.58762E-02	    1.42758E-01	    1.86237E-01	    2.00444E-01	
    1.46599E-02	    7.57108E-02	    1.42623E-01	    1.86146E-01	    2.00370E-01	
    1.46572E-02	    7.56891E-02	    1.42571E-01	    1.86072E-01	    2.00288E-01	
    1.46546E-02	    7.56673E-02	    1.42518E-01	    1.85998E-01	    2.00207E-01	
    1.46516E-02	    7.56427E-02	    1.42459E-01	    1.85914E-01	    2.00115E-01	
    1.46234E-02	    7.55782E-02	    1.42448E-01	    1.85955E-01	    2.00175E-01	
    1.46208E-02	    7.55566E-02	    1.42396E-01	    1.85882E-01	    2.00094E-01	
    1.46182E-02	    7.55351E-02	    1.42344E-01	    1.85808E-01	    2.00013E-01	
    1.46152E-02	    7.55107E-02	    1.42285E-01	    1.85724E-01	    1.99921E-01	
    1.45954E-02	    7.54684E-02	    1.42300E-01	    1.85793E-01	    2.00008E-01	
    1.45928E-02	    7.54469E-02	    1.42248E-01	    1.85719E-01	    1.99927E-01	
    1.45901E-02	    7.54255E-02	    1.42196E-01	    1.85645E-01	    1.99847E-01	
    1.45872E-02	    7.54012E-02	    1.42137E-01	    1.85562E-01	    1.99756E-01	
* GROUP       2
    5.47916E-02	    4.01209E-01	    8.77422E-01	    1.20882E+00	    1.31920E+00	
    5.52310E-02	    4.02927E-01	    8.78021E-01	    1.20765E+00	    1.31733E+00	
    5.56702E-02	    4.04678E-01	    8.78883E-01	    1.20700E+00	    1.31608E+00	
    5.61638E-02	    4.06684E-01	    8.80134E-01	    1.20683E+00	    1.31534E+00	
    5.47299E-02	    4.00214E-01	    8.75588E-01	    1.20660E+00	    1.31687E+00	
    5.51695E-02	    4.01957E-01	    8.76263E-01	    1.20553E+00	    1.31512E+00	
    5.56088E-02	    4.03732E-01	    8.77192E-01	    1.20498E+00	    1.31397E+00	
    5.61026E-02	    4.05762E-01	    8.78515E-01	    1.20490E+00	    1.31333E+00	
    5.46793E-02	    3.99422E-01	    8.74116E-01	    1.20481E+00	    1.31500E+00	
    5.51189E-02	    4.01184E-01	    8.74850E-01	    1.20383E+00	    1.31333E+00	
    5.55582E-02	    4.02977E-01	    8.75834E-01	    1.20335E+00	    1.31227E+00	
    5.60520E-02	    4.05028E-01	    8.77214E-01	    1.20335E+00	    1.31171E+00	
    5.46305E-02	    3.98642E-01	    8.72655E-01	    1.20303E+00	    1.31313E+00	
    5.50702E-02	    4.00424E-01	    8.73448E-01	    1.20213E+00	    1.31155E+00	
    5.55095E-02	    4.02235E-01	    8.74488E-01	    1.20173E+00	    1.31057E+00	
    5.60034E-02	    4.04305E-01	    8.75923E-01	    1.20181E+00	    1.31010E+00	
*
* Absorption XSEC Table
*
* GROUP       1
    6.36030E-06	    9.40872E-05	    2.24078E-04	    3.14283E-04	    3.44270E-04	
    1.31087E-05	    2.03483E-04	    4.80893E-04	    6.71554E-04	    7.34735E-04	
    1.98229E-05	    3.11719E-04	    7.34695E-04	    1.02451E-03	    1.12047E-03	
    2.73373E-05	    4.32115E-04	    1.01667E-03	    1.41653E-03	    1.54883E-03	
    6.17136E-06	    9.28439E-05	    2.22285E-04	    3.12283E-04	    3.42220E-04	
    1.26036E-05	    2.00186E-04	    4.76100E-04	    6.66182E-04	    7.29215E-04	
    1.90037E-05	    3.06381E-04	    7.26930E-04	    1.01580E-03	    1.11152E-03	
    2.61658E-05	    4.24501E-04	    1.00558E-03	    1.40410E-03	    1.53606E-03	
    6.06867E-06	    9.21123E-05	    2.21197E-04	    3.11053E-04	    3.40956E-04	
    1.23316E-05	    1.98244E-04	    4.73189E-04	    6.62895E-04	    7.25834E-04	
    1.85625E-05	    3.03240E-04	    7.22207E-04	    1.01047E-03	    1.10602E-03	
    2.55357E-05	    4.20020E-04	    9.98849E-04	    1.39648E-03	    1.52820E-03	
    5.98669E-06	    9.14924E-05	    2.20260E-04	    3.09980E-04	    3.39850E-04	
    1.21139E-05	    1.96593E-04	    4.70672E-04	    6.60030E-04	    7.22876E-04	
    1.82104E-05	    3.00569E-04	    7.18125E-04	    1.00582E-03	    1.10121E-03	
    2.50329E-05	    4.16209E-04	    9.93013E-04	    1.38983E-03	    1.52134E-03	
* GROUP       2
    3.75344E-04	    3.10811E-03	    6.97349E-03	    9.65711E-03	    1.05493E-02	
    9.48928E-04	    7.81339E-03	    1.74661E-02	    2.41532E-02	    2.63749E-02	
    1.52156E-03	    1.24575E-02	    2.77487E-02	    3.83202E-02	    4.18303E-02	
    2.16464E-03	    1.76129E-02	    3.90831E-02	    5.38949E-02	    5.88100E-02	
    3.74396E-04	    3.09536E-03	    6.95230E-03	    9.63259E-03	    1.05239E-02	
    9.46555E-04	    7.78212E-03	    1.74147E-02	    2.40939E-02	    2.63135E-02	
    1.51779E-03	    1.24089E-02	    2.76696E-02	    3.82292E-02	    4.17362E-02	
    2.15935E-03	    1.75460E-02	    3.89755E-02	    5.37715E-02	    5.86824E-02	
    3.73673E-04	    3.08575E-03	    6.93627E-03	    9.61402E-03	    1.05046E-02	
    9.44747E-04	    7.75856E-03	    1.73758E-02	    2.40488E-02	    2.62668E-02	
    1.51492E-03	    1.23722E-02	    2.76096E-02	    3.81601E-02	    4.16646E-02	
    2.15532E-03	    1.74957E-02	    3.88938E-02	    5.36777E-02	    5.85855E-02	
    3.72991E-04	    3.07655E-03	    6.92082E-03	    9.59593E-03	    1.04859E-02	
    9.43045E-04	    7.73602E-03	    1.73383E-02	    2.40053E-02	    2.62217E-02	
    1.51222E-03	    1.23372E-02	    2.75519E-02	    3.80932E-02	    4.15955E-02	
    2.15152E-03	    1.74475E-02	    3.88152E-02	    5.35871E-02	    5.84917E-02	
*
* Nu-Fission XSEC Table
*
* GROUP       1
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
* GROUP       2
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	    0.00000E+00	
